Generation,evals,avg,std,min,max,best_one,fitness_best_one
75,320,[  22.9875     2827.06449302],[  0.79833812 125.32570686],[  22.        2666.0530603],[  24.         3014.37640963],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2962.837823842873)"
76,332,[  23.1825     2789.85124953],[  0.73429813 103.56774702],[  22.        2666.0530603],[  24.         3010.77123351],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2962.837823842873)"
77,342,[  23.0725     2795.63844413],[  0.70515512 106.32850506],[  22.        2666.0530603],[  24.         3010.08696121],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2962.837823842873)"
78,332,[  22.91       2809.29208475],[  0.6495383  111.33411623],[  22.         2664.07242061],[  24.         3009.77353129],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2962.837823842873)"
79,350,[  22.9275     2811.71656767],[  0.7191966  120.19113787],[  22.         2664.07242061],[  24.         3009.77353129],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2962.837823842873)"
80,336,[  22.8875     2815.97040891],[  0.72790367 124.01624341],[  22.         2664.07242061],[  24.         3008.31294456],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 39, 94, 43, 44, 87, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 86, 15, 93, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2962.837823842873)"
81,332,[  22.9025     2823.24444909],[  0.8354602  137.60533043],[  22.         2664.07242061],[  24.       3009.020422],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2904.936836155168)"
82,346,[  22.88       2828.83655832],[  0.8835157  144.16316304],[  22.         2664.07242061],[  24.         3005.89523986],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2904.936836155168)"
83,342,[  22.96      2809.7316985],[  0.8822698  139.92140295],[  22.         2645.41010941],[  24.         3001.41426893],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2904.936836155168)"
84,338,[  22.93       2812.78474533],[  0.90005555 142.23860063],[  22.         2645.41010941],[  24.         2989.11676493],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2904.936836155168)"
85,328,[  23.1       2780.2409929],[  0.86890736 133.18193039],[  22.         2645.41010941],[  24.        2975.0777283],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 77, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2880.202350765475)"
86,320,[  23.34       2736.66918621],[  0.77743167 107.70884755],[  22.         2620.38669659],[  24.         2972.77586279],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
87,352,[  23.4475     2720.19539811],[ 0.73637202 93.91899862],[  22.         2620.38669659],[  24.         2963.34521857],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
88,344,[  23.51       2709.01799395],[ 0.70349129 82.11449637],[  22.         2620.38669659],[  24.         2952.93726208],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
89,352,[  23.5975     2697.60983684],[ 0.66745318 70.9941886 ],[  22.         2620.38669659],[  24.         2941.06160349],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
90,346,[  23.52       2702.41145737],[ 0.70327804 76.0052544 ],[  22.         2620.38669659],[  24.         2929.65288561],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
91,338,[  23.43       2708.66622363],[ 0.73830888 81.37093646],[  22.         2620.38669659],[  24.         2914.62054786],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
92,328,[  23.2225     2726.92380879],[ 0.77652672 95.83093552],[  22.         2620.38669659],[  24.         3151.19602353],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
93,334,[  23.0725     2736.14994841],[ 0.76304898 96.61023486],[  22.         2620.38669659],[  24.         2914.62054786],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
94,330,[  23.0575     2744.39318799],[  0.8331829  105.90064531],[  22.         2620.38669659],[  24.         2914.62054786],"[31, 9, 75, 42, 97, 17, 85, 60, 56, 41, 49, 19, 12, 64, 58, 81, 3, 63, 11, 51, 70, 35, 27, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 4, 23, 13, 77, 98, 73, 72, 62, 5, 48, 46, 52, 1, 30, 37, 95, 28, 54, 67, 25, 53, 69, 76, 8, 61, 96, 29, 2, 20, 83, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2876.9481470163714)"
95,342,[  22.9175     2752.95171273],[  0.7878412  107.42825352],[  22.         2620.38669659],[  24.         2910.92760823],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2828.78622750716)"
96,350,[  22.8875     2759.48394462],[  0.82452638 113.04577512],[  22.         2620.38669659],[  24.         2906.39216212],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2828.78622750716)"
97,346,[  22.8975     2758.83001586],[  0.85263928 115.4023331 ],[  22.         2620.38669659],[  24.         2904.93683616],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2828.78622750716)"
98,332,[  23.02       2741.11666048],[  0.86290208 111.8721437 ],[  22.         2620.38669659],[  24.         2904.93683616],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 29, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 74, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2828.78622750716)"
99,344,[  23.07       2735.52314396],[  0.88605869 111.40369123],[  22.         2620.38669659],[  24.         2897.86873159],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
100,336,[  23.0325     2735.25336022],[  0.88116046 112.54819671],[  22.         2618.26989305],[  24.         2894.03576457],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
101,348,[  22.99       2732.20837093],[  0.85434185 112.01166451],[  22.         2605.78586406],[  24.         2889.54740541],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
102,314,[  22.9825    2723.4858698],[  0.81987423 110.28808929],[  22.         2605.78586406],[  24.        2882.5648069],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
103,350,[  23.0075     2717.54714322],[  0.82002668 109.51211354],[  22.         2605.78586406],[  24.         2882.45571049],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
104,338,[  23.15      2691.7833957],[ 0.76974022 95.62927399],[  22.         2605.78586406],[  24.         2880.20235077],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
105,346,[  23.195      2684.34235879],[ 0.77264157 93.23845452],[  22.        2585.8476434],[  24.         2877.61561806],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
106,334,[  23.165     2678.2606565],[ 0.756819   89.95946906],[  22.        2585.8476434],[  24.         2876.94814702],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
107,334,[  23.2225     2665.68611411],[ 0.740266   79.65766739],[  22.        2585.8476434],[  24.         2871.24017205],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
108,346,[  23.165      2660.15012428],[ 0.70906629 75.42054849],[  22.        2585.8476434],[  24.         2862.19484418],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.8576896570844)"
109,348,[  23.1575     2655.64829845],[ 0.70192147 70.01914665],[  22.        2585.8476434],[  24.         2846.78273172],"[31, 9, 95, 42, 97, 17, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 63, 3, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 72, 43, 44, 93, 58, 23, 13, 27, 98, 83, 94, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 92, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2770.446454194342)"
110,338,[  23.15       2649.96316523],[ 0.68007353 62.1776708 ],[  22.        2585.8476434],[  24.         2828.78622751],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2766.4705249272065)"
111,316,[  23.2375     2647.71615833],[ 0.7253232  58.87561365],[  22.        2585.8476434],[  24.         2802.42766853],"[31, 9, 95, 42, 97, 92, 85, 60, 56, 41, 49, 19, 11, 64, 4, 81, 3, 63, 12, 51, 70, 35, 53, 6, 45, 18, 88, 10, 80, 40, 57, 86, 94, 43, 44, 93, 58, 23, 13, 27, 98, 83, 72, 62, 5, 48, 46, 52, 1, 30, 37, 75, 28, 54, 67, 25, 77, 69, 76, 8, 61, 96, 74, 2, 20, 73, 33, 79, 100, 38, 14, 89, 59, 91, 36, 47, 84, 24, 21, 26, 55, 39, 15, 87, 99, 22, 65, 71, 34, 50, 17, 29, 78, 68, 82, 7, 90, 66, 32, 16]","(22.0, 2766.4705249272065)"
