Generation,evals,avg,std,min,max,best_one,fitness_best_one
37,82,[  23.04       3032.28265762],[ 0.79899937 70.9716598 ],[  22.         2925.55439763],[  24.         3229.81681403],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 8, 89, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3104.78438094609)"
38,90,[  22.94       3032.74779737],[ 0.82243541 78.21046475],[  22.         2921.64573946],[  24.         3163.39130822],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 8, 89, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3104.78438094609)"
39,74,[  22.91       3026.88955277],[ 0.81357237 81.12268884],[  22.         2921.64573946],[  24.         3142.44130776],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 8, 89, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3104.78438094609)"
40,76,[  23.05       3013.52685227],[ 0.87607077 81.43428546],[  22.         2921.64573946],[  24.         3126.96028137],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 8, 89, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3104.78438094609)"
41,76,[  23.14       2995.21477203],[ 0.82486363 76.26135956],[  22.         2921.64573946],[  24.         3123.57773679],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 8, 89, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3104.78438094609)"
42,76,[  23.17       2981.51186869],[ 0.76229915 69.39917222],[  22.         2921.64573946],[  24.         3122.69420219],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
43,78,[  23.03       2990.65892026],[ 0.79315824 78.81782975],[  22.         2921.64573946],[  24.         3122.69420219],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
44,80,[  22.67       3007.53273504],[ 0.63332456 87.62886957],[  22.         2921.64573946],[  24.         3122.69420219],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
45,86,[  22.51       3019.56649046],[ 0.53842363 92.2614794 ],[  22.         2921.64573946],[  24.         3122.69420219],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
46,92,[  22.48       3019.99741273],[ 0.49959984 92.383801  ],[  22.         2921.64573946],[  23.         3112.00049335],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
47,82,[  22.54       3007.82594059],[ 0.49839743 91.50036218],[  22.         2921.64573946],[  23.         3111.46538867],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
48,82,[  22.48       3017.99728059],[ 0.49959984 92.53149092],[  22.         2909.39815801],[  23.         3110.72786986],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
49,90,[  22.51       3011.73587332],[ 0.49989999 92.15276656],[  22.         2909.39815801],[  23.         3108.36592013],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 2, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 86, 69, 53, 89, 8, 18, 52, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 71, 91, 61, 48, 60, 10, 77, 93, 72, 3, 99, 1, 64, 28, 98, 13]","(22.0, 3098.347673729998)"
50,80,[  22.64       2986.45997282],[ 0.48       86.60001482],[  22.         2909.39815801],[  23.         3108.36592013],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
51,72,[  22.76       2963.51945552],[ 0.42708313 75.19153518],[  22.         2909.39815801],[  23.         3104.78438095],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
52,80,[  22.68       2977.89939827],[ 0.46647615 83.63905376],[  22.         2909.39815801],[  23.         3168.29933741],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
53,80,[  22.57       2996.96936907],[ 0.49507575 89.66854548],[  22.         2909.39815801],[  23.         3168.29933741],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
54,78,[  22.47       3015.58000388],[ 0.51874849 91.05148522],[  22.         2905.16975205],[  24.         3138.34180168],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
55,80,[  22.4        3030.68931267],[ 0.54772256 89.30648248],[  22.         2905.16975205],[  24.         3138.34180168],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
56,84,[  22.43       3023.76645766],[ 0.57017541 89.23644553],[  22.         2905.16975205],[  24.         3104.78438095],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
57,74,[  22.51       3010.77645439],[ 0.60819405 90.56932895],[  22.         2905.16975205],[  24.         3098.34767373],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 22, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 62, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3077.955308194515)"
58,76,[  22.71       2979.94283941],[ 0.65261014 86.74674092],[  22.        2879.2893019],[  24.         3098.34767373],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
59,78,[  22.78       2963.61715058],[ 0.62577951 79.9083152 ],[  22.        2879.2893019],[  24.         3092.77028002],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
60,80,[  22.64     2976.075902],[ 0.57480431 84.44471576],[  22.        2879.2893019],[  24.         3092.77028002],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
61,82,[  22.57       2991.78882399],[ 0.63647467 87.33257673],[  22.        2879.2893019],[  24.         3092.77028002],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
62,80,[  22.53     3004.845715],[ 0.7273926  89.75915587],[  22.         2869.21802978],[  24.         3102.16899931],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
63,78,[  22.39       3022.36744681],[ 0.69130312 85.95665804],[  22.         2869.21802978],[  24.         3079.70856367],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
64,82,[  22.57       2999.42994465],[ 0.79063266 94.10690321],[  22.        2864.6928941],[  24.         3077.95530819],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 3, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 92, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 3034.460811198671)"
65,86,[  22.76       2971.55963156],[ 0.82607506 94.86941672],[  22.        2864.6928941],[  24.         3077.95530819],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
66,80,[  22.95       2940.93331296],[ 0.81700673 84.13255461],[  22.        2864.6928941],[  24.         3077.95530819],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
67,76,[  23.16       2914.72694925],[ 0.78383672 67.40128299],[  22.        2864.6928941],[  24.         3066.24446923],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
68,80,[  23.15       2918.60022214],[ 0.84113019 71.42304342],[  22.        2864.2444379],[  24.         3048.10155114],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
69,80,[  22.98       2924.79954971],[ 0.81215762 78.38212428],[  22.         2861.72971429],[  24.         3165.99668786],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
70,72,[  22.94       2917.60014162],[ 0.77226938 72.05049755],[  22.         2861.72971429],[  24.        3034.4608112],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
71,86,[  23.08       2899.99534916],[ 0.73047929 59.94401659],[  22.         2858.86274262],[  24.        3034.4608112],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
72,80,[  23.17       2895.71211783],[ 0.76229915 56.71827114],[  22.         2834.49261514],[  24.         3033.44599788],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
73,82,[  23.12       2896.02031856],[ 0.76524506 54.35896451],[  22.         2834.49261514],[  24.         3008.99304481],"[51, 16, 85, 58, 46, 87, 82, 35, 63, 20, 25, 24, 65, 50, 40, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 73, 23, 79, 5, 78, 11, 90, 30, 96, 12, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 27, 54, 29, 70, 66, 7, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 95, 10, 91, 61, 48, 60, 71, 77, 93, 72, 2, 99, 1, 64, 28, 98, 13]","(22.0, 2985.5384537178843)"
