Generation,evals,avg,std,min,max,best_one,fitness_best_one
37,68,[  23.39       3116.42849341],[ 0.48774994 16.13026589],[  23.         3096.47539595],[  24.         3146.79489639],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 68, 40, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3096.475395954165)"
38,62,[  23.17       3105.78717283],[ 0.3756328  11.32840224],[  23.         3096.47539595],[  24.         3132.37085713],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 68, 40, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3096.475395954165)"
39,58,[  23.01       3097.53799339],[0.09949874 2.85429453],[  23.         3096.47539595],[  24.         3113.45514488],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 68, 40, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3096.475395954165)"
40,64,[  23.         3096.47539595],[0.00000000e+00 4.54747351e-12],[  23.         3096.47539595],[  23.         3096.47539595],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 68, 40, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3096.475395954165)"
41,60,[  23.01       3096.07933076],[0.09949874 2.72377935],[  23.        3070.9181981],[  24.         3096.47539595],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 40, 68, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3070.918198100475)"
42,56,[  23.03      3095.6643508],[0.17058722 3.81177986],[  23.        3070.9181981],[  24.         3096.47539595],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 40, 68, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3070.918198100475)"
43,56,[  23.07       3094.71281243],[0.25514702 5.32093575],[  23.        3070.9181981],[  24.         3096.47539595],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 40, 68, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3070.918198100475)"
44,74,[  23.09      3093.8404971],[0.28618176 6.28207368],[  23.        3070.9181981],[  24.         3096.47539595],"[71, 54, 12, 28, 6, 9, 88, 8, 22, 73, 98, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 30, 52, 43, 75, 53, 50, 95, 100, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 21, 91, 61, 40, 68, 80, 19, 87, 86, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 37, 89, 90, 62, 83, 59, 25, 64, 46, 7, 18, 48, 39, 99, 97]","(23.0, 3070.918198100475)"
45,74,[  23.12       3092.36962882],[0.32496154 7.73878122],[  23.         3063.90774468],[  24.         3096.47539595],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 55, 35, 1, 67, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 75, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 3063.907744681546)"
46,68,[  23.17       3088.78804283],[ 0.3756328  11.62772447],[  23.         3028.86423489],[  24.         3096.47539595],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 75, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 3028.8642348861313)"
47,72,[  23.18       3085.01508109],[ 0.38418745 12.62565298],[  23.         3028.86423489],[  24.         3096.47539595],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 75, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 3028.8642348861313)"
48,66,[  23.25       3078.69181813],[ 0.4330127 13.9111304],[  23.         3028.86423489],[  24.         3091.14219589],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 75, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 3028.8642348861313)"
49,52,[  23.22       3068.14132562],[ 0.4142463  14.59497421],[  23.         3004.63897923],[  24.         3087.97856964],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 34, 4, 72, 55, 30, 1, 77, 2, 38, 79, 23, 67, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 75, 53, 50, 86, 21, 14, 16, 85, 66, 36, 94, 42, 29, 56, 74, 87, 26, 93, 100, 91, 61, 37, 40, 80, 44, 13, 95, 41, 24, 3, 65, 31, 10, 20, 51, 33, 58, 92, 19, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 35, 46, 7, 18, 48, 98, 99, 97]","(23.0, 3004.638979226276)"
50,56,[  23.13       3059.11463273],[ 0.33630343 16.29828385],[  23.         2992.97656222],[  24.        3070.9181981],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 75, 24, 3, 65, 33, 10, 20, 51, 31, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2992.976562215147)"
51,72,[  23.19       3052.26837056],[ 0.3923009  18.77397629],[  23.         2992.97656222],[  24.        3070.9181981],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 75, 24, 3, 65, 33, 10, 20, 51, 31, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2992.976562215147)"
52,58,[  23.3        3039.30010676],[ 0.45825757 20.91230449],[  23.         2990.15770052],[  24.         3063.90774468],"[71, 54, 12, 28, 90, 9, 88, 8, 22, 73, 62, 78, 69, 27, 81, 76, 70, 36, 4, 72, 67, 35, 1, 55, 2, 38, 79, 23, 77, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 85, 66, 34, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 75, 24, 3, 65, 33, 10, 20, 51, 31, 58, 92, 44, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 30, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2992.976562215147)"
53,56,[  23.18      3023.6977951],[ 0.40938979 19.52469428],[  23.         2990.15770052],[  25.         3052.22383395],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 27, 81, 76, 70, 96, 4, 72, 67, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 30, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 79, 6, 39, 83, 59, 25, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2991.177639459631)"
54,68,[  23.13       3011.68426222],[ 0.33630343 14.04168461],[  23.         2988.49646027],[  24.         3028.86423489],"[71, 54, 12, 28, 90, 9, 88, 8, 79, 73, 81, 78, 69, 27, 62, 76, 70, 34, 4, 72, 55, 30, 1, 65, 2, 38, 22, 23, 67, 57, 15, 45, 60, 5, 32, 49, 63, 64, 52, 43, 75, 53, 50, 86, 21, 14, 16, 85, 66, 36, 94, 42, 29, 56, 74, 87, 26, 93, 100, 91, 61, 37, 40, 80, 44, 13, 95, 41, 24, 3, 77, 31, 10, 20, 51, 33, 58, 92, 19, 84, 17, 47, 11, 82, 96, 68, 89, 6, 39, 83, 59, 25, 35, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2988.4964602749324)"
55,78,[  23.09       3004.48629039],[ 0.28618176 13.51639304],[  23.        2959.6959979],[  24.         3028.86423489],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 27, 81, 76, 70, 96, 4, 72, 67, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 30, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 79, 25, 39, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2959.6959978976492)"
56,54,[  23.07       2993.26809252],[ 0.25514702 13.49144649],[  23.        2912.9171284],[  24.         3004.63897923],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 4, 62, 78, 69, 27, 81, 76, 70, 96, 73, 72, 67, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 30, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 79, 6, 39, 83, 59, 25, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2928.537084190187)"
57,64,[  23.05       2988.35313298],[ 0.21794495 13.94318516],[  23.        2912.9171284],[  24.         2992.97656222],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 4, 62, 78, 69, 27, 81, 76, 70, 96, 73, 72, 67, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 30, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 79, 6, 39, 83, 59, 25, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2928.537084190187)"
58,64,[  23.08       2984.90675917],[ 0.2712932  17.69062394],[  23.        2912.9171284],[  24.         2992.97656222],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 4, 62, 78, 69, 27, 81, 76, 70, 96, 73, 72, 67, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 30, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 79, 6, 39, 83, 59, 25, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2928.537084190187)"
59,42,[  23.12       2977.09953774],[ 0.32496154 21.47346206],[  23.        2912.9171284],[  24.         2992.97656222],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 4, 62, 78, 69, 27, 81, 76, 70, 96, 73, 72, 67, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 30, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 79, 6, 39, 83, 59, 25, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2928.537084190187)"
60,58,[  23.18       2964.69633926],[ 0.38418745 23.83542288],[  23.         2901.43710483],[  24.         2991.17763946],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
61,68,[  23.23       2951.22939417],[ 0.42083251 20.84515285],[  23.         2901.43710483],[  24.         2988.49646027],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
62,56,[  23.18       2936.96652252],[ 0.38418745 17.21916007],[  23.         2901.43710483],[  24.        2959.6959979],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
63,62,[  23.21       2925.69229326],[ 0.40730824 10.78910187],[  23.         2901.43710483],[  24.         2940.84130338],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
64,44,[  23.35       2919.27610255],[ 0.4769696  10.12153739],[  23.         2901.43710483],[  24.         2928.53708419],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
65,48,[  23.51       2912.71191272],[0.49989999 9.32597787],[  23.         2901.43710483],[  24.         2928.53708419],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
66,56,[  23.45       2907.14511502],[0.49749372 6.43527161],[  23.         2901.43710483],[  24.         2928.53708419],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
67,58,[  23.15       2903.31242572],[0.35707142 4.31305387],[  23.         2901.43710483],[  24.         2916.76883976],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
68,60,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
69,58,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
70,62,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
71,72,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
72,60,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
73,62,[  23.         2901.43710483],[0.00000000e+00 3.18323146e-12],[  23.         2901.43710483],[  23.         2901.43710483],"[71, 54, 12, 32, 90, 9, 88, 58, 22, 73, 62, 78, 69, 30, 81, 76, 70, 96, 4, 39, 79, 35, 1, 55, 2, 38, 89, 23, 77, 57, 15, 45, 60, 5, 28, 49, 63, 64, 52, 43, 41, 53, 50, 86, 21, 14, 16, 36, 66, 75, 94, 42, 29, 56, 74, 13, 26, 93, 100, 91, 61, 37, 40, 80, 19, 87, 95, 34, 24, 3, 65, 27, 10, 20, 51, 33, 8, 92, 44, 84, 17, 47, 11, 82, 85, 68, 67, 25, 72, 83, 59, 6, 31, 46, 7, 18, 48, 98, 99, 97]","(23.0, 2901.4371048330386)"
