Generation,evals,avg,std,min,max,best_one,fitness_best_one
37,76,[  22.77       2968.75870752],[  0.70505319 113.914655  ],[  22.         2855.64760366],[  24.         3237.52496698],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 19, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 62, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3064.39816698453)"
38,74,[  22.66       2977.99788574],[  0.69598851 110.38042557],[  22.         2855.64760366],[  24.         3136.71378326],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 19, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 62, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3064.39816698453)"
39,78,[  22.62       2978.59482347],[  0.68963759 106.96543119],[  22.         2855.64760366],[  24.         3119.14357677],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 19, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 62, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3064.39816698453)"
40,70,[  22.56       2998.14908247],[  0.76576759 105.78279007],[  22.         2855.64760366],[  24.         3098.30579227],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 19, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 62, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3064.39816698453)"
41,90,[  22.78       2964.96609836],[ 0.79473266 99.15424003],[  22.         2855.64760366],[  24.        3091.9893236],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3043.063621909153)"
42,74,[  22.77       2954.78973449],[ 0.78555713 99.38038954],[  22.        2827.5670411],[  24.         3082.35322976],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3043.063621909153)"
43,80,[  22.66       2965.49281266],[  0.76446059 101.42350295],[  22.        2827.5670411],[  24.         3074.59638951],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 3043.063621909153)"
44,74,[  22.94      2927.3894331],[ 0.78511146 92.81221317],[  22.        2827.5670411],[  24.         3064.39816698],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.4649970956125)"
45,86,[  23.08       2904.79293774],[ 0.74404301 79.14645847],[  22.        2827.5670411],[  24.         3064.39816698],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.4649970956125)"
46,86,[  23.13       2889.50753084],[ 0.68782265 69.0007128 ],[  22.         2798.80159422],[  24.         3051.80068518],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 15, 98, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.4649970956125)"
47,86,[  22.87       2895.16780984],[ 0.57714816 76.83676697],[  22.         2798.80159422],[  24.         3051.80068518],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
48,80,[  22.72       2904.33972808],[ 0.51146847 89.98419016],[  22.         2798.80159422],[  24.         3248.39989734],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
49,74,[  22.68       2905.10500355],[ 0.54552727 87.30997064],[  22.         2798.80159422],[  24.         3043.06362191],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
50,76,[  22.6        2914.87253202],[ 0.58309519 93.94269772],[  22.         2798.68622373],[  24.         3043.06362191],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
51,86,[  22.63       2903.44197246],[ 0.57714816 89.06536729],[  22.         2798.68622373],[  24.         3028.23022987],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
52,80,[  22.62       2905.13534612],[ 0.61286214 91.09006875],[  22.         2798.68622373],[  24.         3028.23022987],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
53,84,[  22.68      2894.4519161],[ 0.64621978 88.30403044],[  22.         2753.81995855],[  24.         3018.64803487],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 92, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 72, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 37, 21, 48, 85, 15, 98, 3, 81, 94, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 99, 45, 9, 90, 8, 62, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 66, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2995.2900626084493)"
54,82,[  22.6        2910.53636695],[ 0.70710678 91.78062992],[  22.         2753.81995855],[  24.         3008.47086664],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
55,70,[  22.62       2909.88765779],[ 0.75868307 94.78008674],[  22.         2753.81995855],[  24.        2998.0233905],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
56,72,[  22.83       2884.43612693],[ 0.81308056 96.66099097],[  22.         2753.81995855],[  24.        2995.4649971],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
57,74,[  23.07       2853.48643217],[ 0.79063266 88.76909316],[  22.         2753.81995855],[  24.        2995.4649971],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
58,84,[  22.83       2867.90139738],[ 0.70788417 95.85795577],[  22.         2742.40573674],[  24.         3034.09314781],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
59,70,[  22.88       2855.79709629],[ 0.68234888 91.18386341],[  22.         2742.40573674],[  24.         2995.29006261],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
60,84,[  23.01       2834.07151319],[ 0.62441973 77.5858945 ],[  22.         2742.40573674],[  24.         2995.29006261],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
61,78,[  22.97       2847.45586809],[ 0.7273926  94.27534068],[  22.         2742.40573674],[  24.         3122.94568223],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
62,82,[  22.95      2854.0790219],[ 0.79214898 99.62909711],[  22.         2742.40573674],[  24.       3040.739019],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
63,88,[  22.97       2853.78439536],[  0.83012047 103.71222961],[  22.         2742.40573674],[  24.       3040.739019],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
64,82,[  22.75      2877.3134359],[  0.77942286 103.49558986],[  22.         2742.40573674],[  24.         2995.29006261],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
65,86,[  22.54       2901.53140808],[ 0.66962676 98.7992466 ],[  22.         2742.40573674],[  24.         2995.29006261],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
66,74,[  22.44       2913.49140927],[ 0.62161081 96.41507359],[  22.         2742.40573674],[  24.         2995.29006261],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
67,70,[  22.49       2904.55618011],[ 0.64023433 98.45060028],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
68,80,[  22.39       2924.57127946],[ 0.64645185 94.52588419],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
69,90,[  22.33       2938.41141824],[ 0.6641536  90.12258475],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
70,80,[  22.12       2969.84902593],[ 0.45343136 58.37668829],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
71,86,[  22.06       2977.14959624],[ 0.31048349 42.54666679],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
72,82,[  22.06       2977.14959624],[ 0.31048349 42.54666679],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
73,78,[  22.06       2977.14959624],[ 0.31048349 42.54666679],[  22.         2742.40573674],[  24.         2985.75808024],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 61, 60, 96, 2, 51, 71, 29, 12, 37, 45, 9, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 69, 27, 50, 88, 94, 91, 6, 7, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2985.7580802362577)"
